"6.05 Fractions, Decimals, and Percents I","6.05 Fracciones, decimales y porcentajes I",,,,,,,,,,,,,,,,,,,,,,
"Uses images to demonstrate ratios and asks student to determine corresponding fractions, percents, and decimals.","Usa imágenes para demostrar razones y le pide al estudiante que determine las fracciones, porcentajes y decimales correspondientes.",,,,,,,,,,,,,,,,,,,,,,
Number of Target Items,Número de elementos de destino,,,,,,,,,,,,,,,,,,,,,,
Total Number of Items,Número total de artículos,,,,,,,,,,,,,,,,,,,,,,
Unreduced Ratio,Proporción no reducida,,,,,,,,,,,,,,,,,,,,,,
Ratio Out of 100,Proporción de 100,,,,,,,,,,,,,,,,,,,,,,
Percent,Por ciento,,,,,,,,,,,,,,,,,,,,,,
Decimal,Decimal,,,,,,,,,,,,,,,,,,,,,,
Reduced Fraction,Fracción reducida,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Problem Name,Problem1,ProblemESP1,Problem Name,Problem2,ProblemESP2,Problem Name,Problem3,ProblemESP3,Problem Name,Problem4,ProblemESP4,Problem Name,Problem5,ProblemESP5,Problem Name,Problem6,ProblemESP6,Problem Name,Problem7,ProblemESP7,Problem Name,Problem8,ProblemESP8
%(-3674364929729766915)%,"To turn 5/100 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 5/100 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no pueda simplificarse.",%(-4911522077166266625)%,Try entering 1.,Intente ingresar 1.,%(-8491403060004444221)%,"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 70/100. The percent representation is just the numerator of this ratio, 70.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la fila anterior, encontró la razón de 100, 70/100. La representación porcentual es solo el numerador de esta razón, 70.",%(5007420776434915436)%,"If the ratio out 100 is <%= 10/25*100 %>, then the percent is <%= 10/25*100 %> as well.","Si la relación de 100 es <% = 10/25 * 100%>, entonces el porcentaje también es <% = 10/25 * 100%>.",%(-8737698602814720693)%,"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 9, and multiply it by 100 and then divide it by 10, the original denominator: 9*100/10.","Una forma de encontrar el numerador para la razón de 100 es comenzar con el numerador original, 9, y multiplicarlo por 100 y luego dividirlo por 10, el denominador original: 9 * 100/10.",,,,%(1586681849306155398)%,"Try entering <%=fractionsimplify(fractionMake(2,5))%>.","Intente ingresar <% = fracciones simplificar (fracciones hacen (2,5))%>.",%(5174021622510890344)%,"When you divide a number by 10, you move the decimal point in that number over to the left one place. If it's a whole number, there is an 'invisible' decimal point to the right of it, like this: ""20.""","Cuando divide un número por 10, mueve el punto decimal en ese número hacia la izquierda un lugar. Si es un número entero, hay un punto decimal 'invisible' a la derecha, como este: ""20""."
%(422866310450211976)%,"If the ratio out 100 is 60/100, the percent is its numerator, 60.","Si la relación de 100 es 60/100, el porcentaje es su numerador, 60.",%(3779395016746550651)%,"To work through question 2, you must first find the number of shapes that are yellow.","Para resolver la pregunta 2, primero debe encontrar la cantidad de formas que son amarillas.",%(-8792840644044217246)%,"Try entering <%=fractionsimplify(fractionMake(5,50))%>.","intente ingresar <%=fractionsimplify(fractionMake(5,50))%>.",%(5355830772684603871)%,20/25,20/25,%(2013277743166333850)%,Enter as fraction out of 100,Ingrese como fracción de 100,%(8441415458690996063)%,simplify(14/40*10),simplificar (14/40 * 10),%(948203394137940620)%,"To express the unreduced ratio as a ratio out of 100, first convert the denominator of 3/5 to 100.","Para expresar la razón no reducida como una razón de 100, primero convierta el denominador de 3/5 en 100.",%(-1364453225494742020)%,The ratio out of 100 is written as 20/100. Please express this value as a decimal.,"La proporción de 100 se escribe como 20/100. Por favor, exprese este valor como decimal."
%(659473584131336938)%,100%,100%,%(-2088598916590095275)%,3/4,3/4,%(2043217666816911196)%,Try entering 50/100.,Intente ingresar 50/100.,%(7620906558060272377)%,"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 15, and multiply it by 100 and then divide it by 25, the original denominator: 15*100/25.","Una forma de encontrar el numerador para la razón de 100 es comenzar con el numerador original, 15, y multiplicarlo por 100 y luego dividirlo por 25, el denominador original: 15 * 100/25.",%(534026032740245008)%,"To work through question 1, you must first find the number of pieces that are red or blue.","Para resolver la pregunta 1, primero debe encontrar la cantidad de piezas que son rojas o azules.",%(6528039219058926)%,35,35,%(3535078919568442148)%,The unreduced ratio is a fraction representing the target number of items divided by the total number of items.,La proporción no reducida es una fracción que representa el número objetivo de artículos dividido por el número total de artículos.,%(278463311228523831)%,"Do you know how to find an equivalent fraction of 9/15 that has denominator of 100? You already know the denominator. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 9/15 que tiene un denominador de 100? Ya conoces el denominador. Entonces, ¿Cuál sería su numerador?"
,,,%(3271177890671241758)%,"If the ratio out 100 is 5/100, the percent is its numerator, 5.","Si la razón de 100 es 5/100, el porcentaje es su numerador, 5.",%(134395677132346835)%,"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 50/100. The percent representation is just the numerator of this ratio, 50.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la fila anterior, encontró la razón de 100, 50/100. La representación porcentual es solo el numerador de esta razón, 50.",%(-1364453225494742020)%,The ratio out of 100 is written as 20/100. Please express this value as a decimal.,"La proporción de 100 se escribe como 20/100. Por favor, exprese este valor como decimal.",%(-8491403060004444221)%,"Remember one percent (1%) is one out of 100. In the previous row, you found the ratio out of 100, 70/100. The percent representation is just the numerator of this ratio, 70.","Recuerde que el uno por ciento (1%) es uno de cada 100. En la fila anterior, encontró la razón de 100, 70/100. La representación porcentual es solo el numerador de esta razón, 70.",%(-3648227458242594556)%,Enter reduced fraction,Ingrese fracción reducida,%(8129541377027036282)%,What is the total number of shapes shown?,¿Cuál es el número total de formas que se muestran?,%(-6186474927465928401)%,Need more help? Greatest common factor of 6 and 15 is 3.,Necesitas más ayuda? Máximo común divisor de 6 y 15 es 3.
,,,%(1299229131348861418)%,75/100,75/100,%(4357093273514173030)%,"To turn 5/50 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 5/50 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no pueda simplificarse más.",%(-3001509315668417646)%,"To turn 5/25 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 5/25 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar más.",%(-4911522077166266625)%,Try entering 1.,Intente ingresar 1.,%(-694837456287811154)%,Try entering 22.5/100.,Intente ingresar 22.5 / 100.,%(2703796277106028697)%,"To work through question 2, you must first find the number of shapes that are purple.","Para resolver la pregunta 2, primero debes encontrar la cantidad de formas que son de color púrpura.",%(-1145520193338299025)%,simplify(6/15*10),simplificar (6/15 * 10)
,,,%(3535078919568442148)%,The unreduced ratio is a fraction representing the target number of items divided by the total number of items.,La proporción no reducida es una fracción que representa el número objetivo de artículos dividido por el número total de artículos.,%(1031611038517718201)%,Try entering 35.,Intente ingresar 35.,%(-8117131035503078734)%,"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 10, and multiply it by 100 and then divide it by 25, the original denominator: 10*100/25.","Una forma de encontrar el numerador para la razón de 100 es comenzar con el numerador original, 10, y multiplicarlo por 100 y luego dividirlo por 25, el denominador original: 10 * 100/25.",%(7823750587469169089)%,Need more help? Greatest common factor of 1 and 10 is 1.,Necesitas más ayuda? Máximo común divisor de 1 y 10 es 1.,%(2013277743166333850)%,Enter as fraction out of 100,Ingrese como fracción de 100,%(-8710324633242193471)%,How many shapes are circles?,¿Cuántas formas tienen círculos?,%(3535078919568442148)%,The unreduced ratio is a fraction representing the target number of items divided by the total number of items.,La proporción no reducida es una fracción que representa el número objetivo de artículos dividido por el número total de artículos.
,,,%(8129541377027036282)%,What is the total number of shapes shown?,¿Cuál es el número total de formas que se muestran?,%(3535078919568442148)%,The unreduced ratio is a fraction representing the target number of items divided by the total number of items.,La proporción no reducida es una fracción que representa el número objetivo de artículos dividido por el número total de artículos.,%(3535078919568442148)%,The unreduced ratio is a fraction representing the target number of items divided by the total number of items.,La proporción no reducida es una fracción que representa el número objetivo de artículos dividido por el número total de artículos.,%(-8606929953690404607)%,"To turn 4/10 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 4/10 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que no se pueda simplificar más.",%(2522217898893381161)%,"One way to find the numerator for the ratio out of 100 is to start with the original numerator, 14, and multiply it by 100 and then divide it by 40, the original denominator: 14*100/40.","Una forma de encontrar el numerador para la razón de 100 es comenzar con el numerador original, 14, y multiplicarlo por 100 y luego dividirlo por 40, el denominador original: 14 * 100/40.",%(1289567620941478273)%,0.8,0.8,%(8129541377027036282)%,What is the total number of shapes shown?,¿Cuál es el número total de formas que se muestran?
,,,%(2360426720267741543)%,"To turn 15/20 into a reduced ratio, simplify the ratio as much as possible until it cannot be simplified anymore.","Para convertir 15/20 en una proporción reducida, simplifique la proporción tanto como sea posible hasta que ya no se pueda simplificar más.",%(8129541377027036282)%,What is the total number of shapes shown?,¿Cuál es el número total de formas que se muestran?,%(8129541377027036282)%,What is the total number of shapes shown?,¿Cuál es el número total de formas que se muestran?,%(3535078919568442148)%,The unreduced ratio is a fraction representing the target number of items divided by the total number of items.,La proporción no reducida es una fracción que representa el número objetivo de artículos dividido por el número total de artículos.,%(3535078919568442148)%,The unreduced ratio is a fraction representing the target number of items divided by the total number of items.,La proporción no reducida es una fracción que representa el número objetivo de artículos dividido por el número total de artículos.,%(-7718876479159384594)%,80%,80%,%(1289567620941478273)%,0.8,0.8
,,,%(-8179683817704575958)%,Try entering <%= 1/20*100 %>.,Intente ingresar <% = 1/20 * 100%>.,%(7040042295063511)%,70,70,%(-8710324633242193471)%,How many shapes are circles?,¿Cuántas formas tienen círculos?,%(-7487334783413475433)%,Need more help? Greatest common factor of 4 and 10 is 2.,Necesitas más ayuda? Máximo común divisor de 4 y 10 es 2.,%(-4286703725631087237)%,"Or, try finding the greatest common factor. This is the biggest of all numbers that can divide both 38 and 40 without any remainder.",O intente encontrar el máximo factor común. Este es el mayor de todos los números que pueden dividir 38 y 40 sin ningún resto.,%(-3214654429100953105)%,4/5,4/5,%(7138502654081543940)%,"Do you know how to find an equivalent fraction of 6/15 that has denominator of 100? You already know the denominator, 100. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 6/15 que tiene un denominador de 100? Ya conoces el denominador, 100. Entonces, ¿Cuál sería su numerador?"
,,,%(-5447797774107225385)%,How many shapes are blue?,¿Cuántas formas son azules?,%(-4340709941612810965)%,50%,50%,%(1289567620941478273)%,0.8,0.8,,,,%(-3495060546225936491)%,0.65,0.65,%(422866310450211976)%,"If the ratio out 100 is 60/100, the percent is its numerator, 60.","Si la relación de 100 es 60/100, el porcentaje es su numerador, 60.",%(422866310450211976)%,"If the ratio out 100 is 60/100, the percent is its numerator, 60.","Si la relación de 100 es 60/100, el porcentaje es su numerador, 60."
,,,%(6786128491774014093)%,"Do you know how to find an equivalent fraction of 15/20 that has denominator of 100? You already know the denominator. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 15/20 que tiene un denominador de 100? Ya conoces el denominador. Entonces, ¿Cuál sería su numerador?",%(-8710324633242193471)%,How many shapes are circles?,¿Cuántas formas tienen círculos?,%(-7718876479159384594)%,80%,80%,,,,%(8954460686633823092)%,(2) What percent of the shapes are red circles?,(2) ¿Qué porcentaje de las formas son círculos rojos?,,,,%(-7718876479159384594)%,80%,80%
,,,%(-5311271345519232108)%,Need more help? Greatest common factor of 5 and 20 is 5.,Necesitas más ayuda? Máximo común divisor de 5 y 20 es 5.,%(6777552674481280949)%,Need more help? Greatest common factor of 35 and 50 is 5.,Necesitas más ayuda? Máximo común divisor de 35 y 50 es 5.,%(-3214654429100953105)%,4/5,4/5,,,,%(-8478639293515284047)%,"Do you know how to find an equivalent fraction of 26/40 that has denominator of 100? You already know the denominator. Then, what would be its numerator?","¿Sabes cómo encontrar una fracción equivalente de 26/40 que tiene un denominador de 100? Ya conoces el denominador. Entonces, ¿Cuál sería su numerador?",,,,%(-3214654429100953105)%,4/5,4/5
,,,,,,%(4417789700708581246)%,Try entering 50%.,Intente ingresar el 50%.,%(422866310450211976)%,"If the ratio out 100 is 60/100, the percent is its numerator, 60.","Si la relación de 100 es 60/100, el porcentaje es su numerador, 60.",,,,,,,,,,%(-5817543288820642803)%,"Try entering <%=fractionsimplify(fractionMake(9,15))%>.","Intente ingresar <%=fractionsimplify(fractionMake(9,15))%>."
