Problem Name	01negativeslope	02negativeslope	03negativeslope	04negativeslope	05negativeslope	06negativeslope	07negativeslope	08negativeslope	09negativeslope
%(buggyMessage_85_correct_try_graphmaxx_adjust)%	"No, this is not correct. Try to <%=%(point5x)% > graphMaxX ? ""adjust the right boundary of the X-axis by changing its value to higher than %(point5x)%, then "" : """"%><%=graphMinX > %(point5x)% ? ""adjust the left boundary of the X-axis by lowering it to less than %(point5x)%, then "" : """"%><%=%(point5y)% > graphMaxY ? ""adjust the upper boundary of the Y-axis by increasing its value to more than %(point5y)%, then "" : """"%><%=graphMinY > %(point5y)% ? ""change the lower boundary of the Y-axis by decreasing it to less than %(point5y)%, then "" : """"%><%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point ON THE LINE at a <%=quantity2%> of %(point5y)% <%=unit2%>."	"No, this is not correct. Try to <%=%(point5x)% > graphMaxX ? ""adjust the right boundary of the X-axis by changing its value to higher than %(point5x)%, then "" : """"%><%=graphMinX > %(point5x)% ? ""adjust the left boundary of the X-axis by lowering it to less than %(point5x)%, then "" : """"%><%=%(point5y)% > graphMaxY ? ""adjust the upper boundary of the Y-axis by increasing its value to more than %(point5y)%, then "" : """"%><%=graphMinY > %(point5y)% ? ""change the lower boundary of the Y-axis by decreasing it to less than %(point5y)%, then "" : """"%><%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point ON THE LINE at a <%=quantity2%> of %(point5y)% <%=unit2%>."	"No, this is not correct. Try to <%=%(point5x)% > graphMaxX ? ""adjust the right boundary of the X-axis by changing its value to higher than %(point5x)%, then "" : """"%><%=graphMinX > %(point5x)% ? ""adjust the left boundary of the X-axis by lowering it to less than %(point5x)%, then "" : """"%><%=%(point5y)% > graphMaxY ? ""adjust the upper boundary of the Y-axis by increasing its value to more than %(point5y)%, then "" : """"%><%=graphMinY > %(point5y)% ? ""change the lower boundary of the Y-axis by decreasing it to less than %(point5y)%, then "" : """"%><%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point ON THE LINE at a <%=quantity2%> of %(point5y)% <%=unit2%>."	"No, this is not correct. Try to <%=%(point5x)% > graphMaxX ? ""adjust the right boundary of the X-axis by changing its value to higher than %(point5x)%, then "" : """"%><%=graphMinX > %(point5x)% ? ""adjust the left boundary of the X-axis by lowering it to less than %(point5x)%, then "" : """"%><%=%(point5y)% > graphMaxY ? ""adjust the upper boundary of the Y-axis by increasing its value to more than %(point5y)%, then "" : """"%><%=graphMinY > %(point5y)% ? ""change the lower boundary of the Y-axis by decreasing it to less than %(point5y)%, then "" : """"%><%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point ON THE LINE at a <%=quantity2%> of %(point5y)% <%=unit2%>."	"No, this is not correct. Try to <%=%(point5x)% > graphMaxX ? ""adjust the right boundary of the X-axis by changing its value to higher than %(point5x)%, then "" : """"%><%=graphMinX > %(point5x)% ? ""adjust the left boundary of the X-axis by lowering it to less than %(point5x)%, then "" : """"%><%=%(point5y)% > graphMaxY ? ""adjust the upper boundary of the Y-axis by increasing its value to more than %(point5y)%, then "" : """"%><%=graphMinY > %(point5y)% ? ""change the lower boundary of the Y-axis by decreasing it to less than %(point5y)%, then "" : """"%><%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point ON THE LINE at a <%=quantity2%> of %(point5y)% <%=unit2%>."	"No, this is not correct. Try to <%=%(point5x)% > graphMaxX ? ""adjust the right boundary of the X-axis by changing its value to higher than %(point5x)%, then "" : """"%><%=graphMinX > %(point5x)% ? ""adjust the left boundary of the X-axis by lowering it to less than %(point5x)%, then "" : """"%><%=%(point5y)% > graphMaxY ? ""adjust the upper boundary of the Y-axis by increasing its value to more than %(point5y)%, then "" : """"%><%=graphMinY > %(point5y)% ? ""change the lower boundary of the Y-axis by decreasing it to less than %(point5y)%, then "" : """"%><%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point ON THE LINE at a <%=quantity2%> of %(point5y)% <%=unit2%>."	"No, this is not correct. Try to <%=%(point5x)% > graphMaxX ? ""adjust the right boundary of the X-axis by changing its value to higher than %(point5x)%, then "" : """"%><%=graphMinX > %(point5x)% ? ""adjust the left boundary of the X-axis by lowering it to less than %(point5x)%, then "" : """"%><%=%(point5y)% > graphMaxY ? ""adjust the upper boundary of the Y-axis by increasing its value to more than %(point5y)%, then "" : """"%><%=graphMinY > %(point5y)% ? ""change the lower boundary of the Y-axis by decreasing it to less than %(point5y)%, then "" : """"%><%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point ON THE LINE at a <%=quantity2%> of %(point5y)% <%=unit2%>."	"No, this is not correct. Try to <%=%(point5x)% > graphMaxX ? ""adjust the right boundary of the X-axis by changing its value to higher than %(point5x)%, then "" : """"%><%=graphMinX > %(point5x)% ? ""adjust the left boundary of the X-axis by lowering it to less than %(point5x)%, then "" : """"%><%=%(point5y)% > graphMaxY ? ""adjust the upper boundary of the Y-axis by increasing its value to more than %(point5y)%, then "" : """"%><%=graphMinY > %(point5y)% ? ""change the lower boundary of the Y-axis by decreasing it to less than %(point5y)%, then "" : """"%><%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point ON THE LINE at a <%=quantity2%> of %(point5y)% <%=unit2%>."	"No, this is not correct. Try to <%=%(point5x)% > graphMaxX ? ""adjust the right boundary of the X-axis by changing its value to higher than %(point5x)%, then "" : """"%><%=graphMinX > %(point5x)% ? ""adjust the left boundary of the X-axis by lowering it to less than %(point5x)%, then "" : """"%><%=%(point5y)% > graphMaxY ? ""adjust the upper boundary of the Y-axis by increasing its value to more than %(point5y)%, then "" : """"%><%=graphMinY > %(point5y)% ? ""change the lower boundary of the Y-axis by decreasing it to less than %(point5y)%, then "" : """"%><%=(graphMaxY - graphMinY) / graphStepY > 20 ? ""change the Y-axis scale to make it easier to add the point, then "" : """"%><%=(graphMaxX - graphMinX) / graphStepX > 20 ? ""change the X-axis scale to make it easier to add the point, then "" : """"%>place the point ON THE LINE at a <%=quantity2%> of %(point5y)% <%=unit2%>."
%(buggyMessage_88_please_work_defining_question)%	Please work on defining the <%=quantity1%> of question 5 in the table.	Please work on defining the <%=quantity1%> of question 5 in the table.	Please work on defining the <%=quantity1%> of question 5 in the table.	Please work on defining the <%=quantity1%> of question 5 in the table.	Please work on defining the <%=quantity1%> of question 5 in the table.	Please work on defining the <%=quantity1%> of question 5 in the table.	Please work on defining the <%=quantity1%> of question 5 in the table.	Please work on defining the <%=quantity1%> of question 5 in the table.	Please work on defining the <%=quantity1%> of question 5 in the table.
%(buggyMessage_89_please_work_defining_equation)%	Please work on defining the equation in the table.	Please work on defining the equation in the table.	Please work on defining the equation in the table.	Please work on defining the equation in the table.	Please work on defining the equation in the table.	Please work on defining the equation in the table.	Please work on defining the equation in the table.	Please work on defining the equation in the table.	Please work on defining the equation in the table.
%(buggyMessage_105_correct_xlabel_question_1)%	No, this is not correct. What is the %(xlabel)% in question 1?	No, this is not correct. What is the %(xlabel)% in question 1?	No, this is not correct. What is the %(xlabel)% in question 1?	No, this is not correct. What is the %(xlabel)% in question 1?	No, this is not correct. What is the %(xlabel)% in question 1?	No, this is not correct. What is the %(xlabel)% in question 1?	No, this is not correct. What is the %(xlabel)% in question 1?	No, this is not correct. What is the %(xlabel)% in question 1?	No, this is not correct. What is the %(xlabel)% in question 1?
%(buggyMessage_107_please_work_defining_coordinates)%	Please work on defining the coordinates of the first point in the table first.	Please work on defining the coordinates of the first point in the table first.	Please work on defining the coordinates of the first point in the table first.	Please work on defining the coordinates of the first point in the table first.	Please work on defining the coordinates of the first point in the table first.	Please work on defining the coordinates of the first point in the table first.	Please work on defining the coordinates of the first point in the table first.	Please work on defining the coordinates of the first point in the table first.	Please work on defining the coordinates of the first point in the table first.
%(buggyMessage_108_correct_question_4)%	No, this is not correct. What is the <%=quantity2%> for question 4?	No, this is not correct. What is the <%=quantity2%> for question 4?	No, this is not correct. What is the <%=quantity2%> for question 4?	No, this is not correct. What is the <%=quantity2%> for question 4?	No, this is not correct. What is the <%=quantity2%> for question 4?	No, this is not correct. What is the <%=quantity2%> for question 4?	No, this is not correct. What is the <%=quantity2%> for question 4?	No, this is not correct. What is the <%=quantity2%> for question 4?	No, this is not correct. What is the <%=quantity2%> for question 4?
%(buggyMessage_109_please_work_defining_question)%	Please work on defining the <%=quantity2%> of question 4 in the table first.	Please work on defining the <%=quantity2%> of question 4 in the table first.	Please work on defining the <%=quantity2%> of question 4 in the table first.	Please work on defining the <%=quantity2%> of question 4 in the table first.	Please work on defining the <%=quantity2%> of question 4 in the table first.	Please work on defining the <%=quantity2%> of question 4 in the table first.	Please work on defining the <%=quantity2%> of question 4 in the table first.	Please work on defining the <%=quantity2%> of question 4 in the table first.	Please work on defining the <%=quantity2%> of question 4 in the table first.
%(buggyMessage_113_please_enter_table_headings)%	Please enter the table headings (quantity name and unit) before you enter values.	Please enter the table headings (quantity name and unit) before you enter values.	Please enter the table headings (quantity name and unit) before you enter values.	Please enter the table headings (quantity name and unit) before you enter values.	Please enter the table headings (quantity name and unit) before you enter values.	Please enter the table headings (quantity name and unit) before you enter values.	Please enter the table headings (quantity name and unit) before you enter values.	Please enter the table headings (quantity name and unit) before you enter values.	Please enter the table headings (quantity name and unit) before you enter values.
%(label_1_name_quantities)%	Name quantities	Name quantities	Name quantities	Name quantities	Name quantities	Name quantities	Name quantities	Name quantities	Name quantities
%(label_2_enter_given_value)%	Enter given y value	Enter given y value	Enter given y value	Enter given y value	Enter given y value	Enter given y value	Enter given y value	Enter given y value	Enter given y value
%(label_3_plot_point_line)%	Plot point on line	Plot point on line	Plot point on line	Plot point on line	Plot point on line	Plot point on line	Plot point on line	Plot point on line	Plot point on line
%(label_4_enter_given_x_value)%	Enter given x value	Enter given x value	Enter given x value	Enter given x value	Enter given x value	Enter given x value	Enter given x value	Enter given x value	Enter given x value
%(label_5_find_equation)%	Find equation	Find equation	Find equation	Find equation	Find equation	Find equation	Find equation	Find equation	Find equation
%(label_6_calculate_value)%	Calculate y value	Calculate y value	Calculate y value	Calculate y value	Calculate y value	Calculate y value	Calculate y value	Calculate y value	Calculate y value
%(label_7_determine_x_coordinate)%	Determine x coordinate	Determine x coordinate	Determine x coordinate	Determine x coordinate	Determine x coordinate	Determine x coordinate	Determine x coordinate	Determine x coordinate	Determine x coordinate
%(label_8_draw_line)%	Draw a line	Draw a line	Draw a line	Draw a line	Draw a line	Draw a line	Draw a line	Draw a line	Draw a line
%(label_9_name_units)%	Name units	Name units	Name units	Name units	Name units	Name units	Name units	Name units	Name units
%(label_10_plot_point_given_coords)%	Plot point given coords	Plot point given coords	Plot point given coords	Plot point given coords	Plot point given coords	Plot point given coords	Plot point given coords	Plot point given coords	Plot point given coords
%(Input_1_problem_statement_problem_info)%	%(problem_statement)% %(problem_info)%	%(problem_statement)% %(problem_info)%	%(problem_statement)% %(problem_info)%	%(problem_statement)% %(problem_info)%	%(problem_statement)% %(problem_info)%	%(problem_statement)% %(problem_info)%	%(problem_statement)% %(problem_info)%	%(problem_statement)% %(problem_info)%	%(problem_statement)% %(problem_info)%
%(Input_8_1_q1)%	1. %(q1)%	1. %(q1)%	1. %(q1)%	1. %(q1)%	1. %(q1)%	1. %(q1)%	1. %(q1)%	1. %(q1)%	1. %(q1)%
%(Input_9_2_q2)%	2. %(q2)%	2. %(q2)%	2. %(q2)%	2. %(q2)%	2. %(q2)%	2. %(q2)%	2. %(q2)%	2. %(q2)%	2. %(q2)%
%(Input_10_3_q3)%	3. %(q3)%	3. %(q3)%	3. %(q3)%	3. %(q3)%	3. %(q3)%	3. %(q3)%	3. %(q3)%	3. %(q3)%	3. %(q3)%
%(Input_11_4_q4)%	4. %(q4)%	4. %(q4)%	4. %(q4)%	4. %(q4)%	4. %(q4)%	4. %(q4)%	4. %(q4)%	4. %(q4)%	4. %(q4)%
%(Input_12_5_q5)%	5. %(q5)%	5. %(q5)%	5. %(q5)%	5. %(q5)%	5. %(q5)%	5. %(q5)%	5. %(q5)%	5. %(q5)%	5. %(q5)%
%(Input_13_0)%	0	0	0	0	0	0	0	0	0
%(Input_14_10)%	10	10	10	10	10	10	10	10	10
